uniprot_id	protein_function
Q53729	Peptidase
Q53729	Transferase (glycosyl groups)
Q53EL6	no_function
Q53GL7	Transcription regulator
Q53GL7	Transferase (glycosyl groups)
Q53I59	Hydrolase (ester bonds)
Q53I60	Hydrolase (ester bonds)
Q54A96	Oxidoreductase
Q56950	Ligase
Q56A73	no_function
Q56D28	G protein-coupled receptor
Q56UN5	Kinase
Q571F8	Hydrolase (C-N bonds, no peptides)
Q58D55	Hydrolase (glycosyl bonds)
Q58F21	Transcription regulator
Q58FF8	Hydrolase (acid anhydrides)
Q58HT5	Transferase (acyl groups)
Q59388	Lyase
Q59401	Hydrolase (C-N bonds, no peptides)
Q59643	Lyase
Q59H18	Kinase
Q5A7N4	Transferase (phosphorus-containing groups, non-kinase)
Q5BJF2	no_function
Q5CYL9	Kinase
Q5CZ29	Kinase
Q5DUH8	Hydrolase (glycosyl bonds)
Q5FB27	Oxidoreductase
Q5FVF5	Kinase
Q5FVP8	Transferase (acyl groups)
Q5FVR2	Transferase (glycosyl groups)
Q5GIT4	Transmembrane receptor protein kinase
Q5GIT4	Kinase
Q5HEN6	Peptidase
Q5HYI8	Hydrolase (acid anhydrides)
Q5J463	Hydrolase (C-N bonds, no peptides)
Q5JUX0	no_function
Q5KTC7	Hydrolase (C-N bonds, no peptides)
Q5L478	Peptidase
Q5L478	Hydrolase (acid anhydrides)
Q5L478	Transferase (phosphorus-containing groups, non-kinase)
Q5M848	Transporter
Q5MAI5	Kinase
Q5MY95	Hydrolase (acid anhydrides)
Q5NGQ3	Oxidoreductase
Q5NGQ3	Transferase (acyl groups)
Q5NUL3	G protein-coupled receptor
Q5QD14	G protein-coupled receptor
Q5QJU3	Hydrolase (C-N bonds, no peptides)
Q5QJU3	Hydrolase (glycosyl bonds)
Q5R387	Hydrolase (ester bonds)
Q5RJP0	Oxidoreductase
Q5S007	Enzyme regulator
Q5S007	Hydrolase (acid anhydrides)
Q5S007	Hydrolase (ester bonds)
Q5S007	Kinase
Q5SC61	Kinase
Q5SIY4	Oxidoreductase
Q5SK48	Transferase (alkyl or aryl groups, no methyl)
Q5SWA1	Enzyme regulator
Q5SWU9	Ligase
Q5T2D3	Peptidase
Q5TC84	Signaling receptor (not transmembrane)
Q5TCX8	Kinase
Q5TCY1	Kinase
Q5TKS0	Transferase (acyl groups)
Q5TU56	Lyase
Q5U3Y7	no_function
Q5U5Z8	Peptidase
Q5U9J1	no_function
Q5VLE3	Transferase (one-carbon groups)
Q5VT25	Kinase
Q5VTY9	Transferase (acyl groups)
Q5VV17	Peptidase
Q5VVQ6	Peptidase
Q5VWQ8	Enzyme regulator
Q5XJA0	Hydrolase (ester bonds)
Q5XJA0	DNA binding
Q5XX84	Oxidoreductase
Q5XXA6	Transporter
Q5YLN7	Transporter
Q60457	Transferase (acyl groups)
Q60484	G protein-coupled receptor
Q60490	Isomerase
Q60492	no_function
Q60493	DNA binding
Q60612	G protein-coupled receptor
Q60613	G protein-coupled receptor
Q60614	G protein-coupled receptor
Q60714	Ligase
Q60714	Transporter
Q60737	Enzyme regulator
Q60737	Kinase
Q60748	G protein-coupled receptor
Q60751	Transmembrane receptor protein kinase
Q60751	Kinase
Q60751	Transporter
Q60825	Transporter
Q60855	Kinase
Q60857	Serotonin binding
Q60857	Transporter
Q61009	Signaling receptor (not transmembrane)
Q61091	G protein-coupled receptor
Q61096	Peptidase
Q61125	G protein-coupled receptor
Q61143	Transporter
Q61180	Transporter
Q61214	Transcription regulator
Q61214	Kinase
Q61241	Kinase
Q61263	Transferase (acyl groups)
Q61327	Dopamine binding
Q61327	Transporter
Q61391	Peptidase
Q61586	Transferase (acyl groups)
Q61606	G protein-coupled receptor
Q61614	G protein-coupled receptor
Q61618	G protein-coupled receptor
Q61851	Transmembrane receptor protein kinase
Q61851	Kinase
Q62053	G protein-coupled receptor
Q62120	Kinase
Q62137	Kinase
Q62190	Transmembrane receptor protein kinase
Q62190	Kinase
Q62205	Transporter
Q62226	no_function
Q62463	G protein-coupled receptor
Q62600	Oxidoreductase
Q62633	Transporter
Q62645	Transmembrane signaling receptors (other)
Q62645	Transporter
Q62666	Transporter
Q62668	Transporter
Q62689	Kinase
Q62730	Oxidoreductase
Q62758	G protein-coupled receptor
Q62758	Serotonin binding
Q62773	Transporter
Q62805	G protein-coupled receptor
Q62868	Kinase
Q62928	G protein-coupled receptor
Q62968	Transporter
Q62976	Transporter
Q62986	Signaling receptor (not transmembrane)
Q62986	Transcription regulator
Q62986	DNA binding
Q63008	Transporter
Q63009	Transferase (one-carbon groups)
Q63009	DNA binding
Q63010	Hydrolase (ester bonds)
Q63016	Transporter
Q63088	Peptidase
Q63207	Peptidase
Q63272	Kinase
Q63273	Transmembrane signaling receptors (other)
Q63273	Transporter
Q63341	Peptidase
Q63341	DNA binding
Q63380	Transporter
Q63384	G protein-coupled receptor
Q63424	Transporter
Q63449	Signaling receptor (not transmembrane)
Q63449	Transcription regulator
Q63449	DNA binding
Q63470	Transcription regulator
Q63470	Kinase
Q63474	Transmembrane receptor protein kinase
Q63474	Kinase
Q63495	Signaling receptor (not transmembrane)
Q63633	Transporter
Q63634	G protein-coupled receptor
Q63644	Enzyme regulator
Q63644	Kinase
Q63704	Transferase (acyl groups)
Q63707	Hydrolase (C-N bonds, no peptides)
Q63707	Oxidoreductase
Q63881	Transporter
Q63921	Oxidoreductase
Q63931	G protein-coupled receptor
Q64077	G protein-coupled receptor
Q64133	Oxidoreductase
Q64133	Serotonin binding
Q64264	G protein-coupled receptor
Q64264	Serotonin binding
Q64346	Hydrolase (ester bonds)
Q64518	Enzyme regulator
Q64518	Transporter
Q64560	Peptidase
Q64578	Transporter
Q64602	Transferase (other)
Q64610	Hydrolase (acid anhydrides)
Q64610	Hydrolase (ester bonds)
Q64640	Kinase
Q64663	Enzyme regulator
Q64663	Transmembrane signaling receptors (other)
Q64663	Transporter
Q64725	Kinase
Q64729	Transmembrane receptor protein kinase
Q64729	Kinase
Q64737	Ligase
Q64737	Transferase (one-carbon groups)
Q670S6	Hydrolase (C-N bonds, no peptides)
Q673L6	Transferase (phosphorus-containing groups, non-kinase)
Q673L6	DNA binding
Q67BT3	Transporter
Q690N0	Signaling receptor (not transmembrane)
Q690N0	Transcription regulator
Q690N0	DNA binding
Q69422	Peptidase
Q69422	Hydrolase (acid anhydrides)
Q69422	Transferase (phosphorus-containing groups, non-kinase)
Q69422	Transporter
Q69422	DNA binding
Q69ZF3	Hydrolase (glycosyl bonds)
Q69ZF3	Transferase (glycosyl groups)
Q6A2E2	Hydrolase (ester bonds)
Q6AYQ3	Ligase
Q6B0I6	Oxidoreductase
Q6B0I6	DNA binding
Q6B4J2	Oxidoreductase
Q6B856	Hydrolase (acid anhydrides)
Q6DE08	Kinase
Q6DLS0	Peptidase
Q6DLW5	Peptidase
Q6DMN0	Peptidase
Q6DT37	Kinase
Q6E213	Transferase (acyl groups)
Q6GG09	Kinase
Q6GI75	Oxidoreductase
Q6GI75	Transferase (acyl groups)
Q6GMR7	Hydrolase (C-N bonds, no peptides)
Q6GQQ9	Peptidase
Q6GQQ9	DNA binding
Q6GWS8	Hydrolase (C-N bonds, no peptides)
Q6IE75	Peptidase
Q6IQ55	Kinase
Q6IYF9	G protein-coupled receptor
Q6J4K2	Transporter
Q6JP75	Hydrolase (C-N bonds, no peptides)
Q6JQN1	Oxidoreductase
Q6L709	Kinase
Q6N021	Oxidoreductase
Q6N021	DNA binding
Q6NSN2	Oxidoreductase
Q6NXK8	Transporter
Q6P179	Peptidase
Q6P1E0	Kinase
Q6P1M0	Ligase
Q6P1M0	Transporter
Q6P2M8	Kinase
Q6P3R8	Kinase
Q6P5Z2	Kinase
Q6P7A9	Hydrolase (glycosyl bonds)
Q6P7S1	Hydrolase (C-N bonds, no peptides)
Q6P988	Hydrolase (ester bonds)
Q6PCB7	Ligase
Q6PCB7	Transporter
Q6PFX9	Transferase (glycosyl groups)
Q6PHR2	Kinase
Q6PIU2	Hydrolase (ester bonds)
Q6PL18	Hydrolase (acid anhydrides)
Q6PRC7	Peptidase
Q6Q253	G protein-coupled receptor
Q6Q793	Hydrolase (glycosyl bonds)
Q6QA75	Transferase (other)
Q6QIY3	Transporter
Q6QLK5	Transcription regulator
Q6R3M4	Transferase (phosphorus-containing groups, non-kinase)
Q6R3M4	DNA binding
Q6R5A3	Transmembrane signaling receptors (other)
Q6R5A3	Transporter
Q6R6M4	Peptidase
Q6R7Z5	Peptidase
Q6RI86	Transmembrane signaling receptors (other)
Q6RI86	Transporter
Q6RY99	no_function
Q6S4V9	Kinase
Q6S996	Hydrolase (ester bonds)
Q6SA08	Kinase
Q6SZW1	Hydrolase (glycosyl bonds)
Q6T3U3	Transporter
Q6T755	Transferase (one-carbon groups)
Q6TEK4	Oxidoreductase
Q6TUJ4	Hydrolase (C-N bonds, no peptides)
Q6UB75	Hydrolase (ester bonds)
Q6UCJ9	Oxidoreductase
Q6UCJ9	Transferase (acyl groups)
Q6URW6	no_function
Q6V1X1	Peptidase
Q6VAB6	Kinase
Q6VVP7	Oxidoreductase
Q6W5P4	G protein-coupled receptor
Q6W9J1	Hydrolase (C-N bonds, no peptides)
Q6WQJ1	Hydrolase (other)
Q6XEC0	Hydrolase (C-N bonds, no peptides)
Q6XKD3	G protein-coupled receptor
Q6XQN6	Ligase
Q6XQN6	Transferase (glycosyl groups)
Q6XUX3	Kinase
Q6YP21	Lyase
Q6YP21	Transferase (other)
Q6ZMT4	Oxidoreductase
Q6ZMT4	Transcription regulator
Q6ZQW0	Oxidoreductase
Q6ZSR9	no_function
Q6ZWH5	Kinase
Q700B8	Hydrolase (glycosyl bonds)
Q704V1	no_function
Q704Y3	Transmembrane signaling receptors (other)
Q704Y3	Transporter
Q709F0	Oxidoreductase
Q70CQ3	Peptidase
Q70EL2	Peptidase
Q70I53	Hydrolase (other)
Q70YI1	Isomerase
Q72547	Peptidase
Q72547	Hydrolase (ester bonds)
Q72547	Transferase (phosphorus-containing groups, non-kinase)
Q72874	Peptidase
Q75NA5	Transmembrane signaling receptors (other)
Q75NA5	Transporter
Q75VQ4	Hydrolase (glycosyl bonds)
Q75ZY9	Transmembrane receptor protein kinase
Q75ZY9	Kinase
Q76129	no_function
Q76270	no_function
Q76I76	Hydrolase (ester bonds)
Q76LX8	Peptidase
Q76MJ5	Hydrolase (ester bonds)
Q76MJ5	Kinase
Q76NL8	Peptidase
Q789A4	no_function
Q78DX7	Transmembrane receptor protein kinase
Q78DX7	Kinase
Q79EC5	Enzyme regulator
Q79MP6	Hydrolase (C-N bonds, no peptides)
Q7DHH4	Peptidase
Q7DHH4	Transferase (glycosyl groups)
Q7JHP9	Transporter
Q7K6A1	Hydrolase (C-N bonds, no peptides)
Q7KQK5	no_function
Q7KZI7	Enzyme regulator
Q7KZI7	Kinase
Q7L2E3	Hydrolase (acid anhydrides)
Q7L7X3	Enzyme regulator
Q7L7X3	Kinase
Q7L8S5	Peptidase
Q7LBC6	Oxidoreductase
Q7LBC6	Transcription regulator
Q7LBC6	DNA binding
Q7M0F8	Transferase (acyl groups)
Q7M3D2	Peptidase
Q7RTN6	Enzyme regulator
Q7T3S7	Hydrolase (ester bonds)
Q7TMA4	G protein-coupled receptor
Q7TMR0	Peptidase
Q7TQN8	G protein-coupled receptor
Q7TQN9	G protein-coupled receptor
Q7TQP3	G protein-coupled receptor
Q7X1P7	Isomerase
Q7X1P7	DNA binding
Q7X575	Hydrolase (C-N bonds, no peptides)
Q7YWJ9	Hydrolase (ester bonds)
Q7Z2W7	Transporter
Q7Z3E1	Transferase (glycosyl groups)
Q7Z3E1	DNA binding
Q7Z406	no_function
Q7Z418	Transporter
Q7Z478	Hydrolase (acid anhydrides)
Q7Z5Q5	Transferase (phosphorus-containing groups, non-kinase)
Q7Z5Q5	DNA binding
Q7Z5W3	Transferase (one-carbon groups)
Q7ZJM1	Hydrolase (ester bonds)
Q7ZJM1	Transferase (phosphorus-containing groups, non-kinase)
Q80SS6	G protein-coupled receptor
Q80SU6	Transporter
Q80UJ1	Transporter
Q80W94	Transferase (acyl groups)
Q80WQ2	Enzyme regulator
Q80XI6	Kinase
Q80Z29	Transferase (glycosyl groups)
Q80Z39	G protein-coupled receptor
Q81258	Peptidase
Q81258	Hydrolase (acid anhydrides)
Q81258	Transferase (phosphorus-containing groups, non-kinase)
Q81258	Transporter
Q81R22	Oxidoreductase
Q81RP3	Hydrolase (C-N bonds, no peptides)
Q81RP3	Ligase
Q81VW8	Transferase (alkyl or aryl groups, no methyl)
Q82122	Peptidase
Q82122	Hydrolase (acid anhydrides)
Q82122	Transferase (phosphorus-containing groups, non-kinase)
Q82122	Transporter
Q83TT7	no_function
Q83YP9	Hydrolase (C-N bonds, no peptides)
Q84406	Oxidoreductase
Q84HF5	Oxidoreductase
Q865E1	G protein-coupled receptor
Q869C3	Hydrolase (ester bonds)
Q86GS5	Hydrolase (C-N bonds, no peptides)
Q86SG6	Kinase
Q86SK9	Oxidoreductase
Q86TI2	Peptidase
Q86TP1	Hydrolase (acid anhydrides)
Q86TP1	Hydrolase (ester bonds)
Q86TW2	Kinase
Q86U86	DNA binding
Q86UE8	Kinase
Q86UX6	Kinase
Q86V24	Signaling receptor (not transmembrane)
Q86V86	Kinase
Q86VL8	Transporter
Q86VZ5	Kinase
Q86W56	Hydrolase (glycosyl bonds)
Q86WV6	no_function
Q86X55	Transcription regulator
Q86X55	Transferase (one-carbon groups)
Q86X55	DNA binding
Q86XP3	Hydrolase (acid anhydrides)
Q86Y07	Kinase
Q86Y97	Transferase (one-carbon groups)
Q86YT5	Transporter
Q86YV6	Kinase
Q86Z02	Kinase
Q873X9	Hydrolase (glycosyl bonds)
Q8AYA1	Oxidoreductase
Q8BGY9	Transporter
Q8BH82	Hydrolase (ester bonds)
Q8BLA8	Transmembrane signaling receptors (other)
Q8BLA8	Transporter
Q8BLF1	Hydrolase (ester bonds)
Q8BRU6	Transporter
Q8BUD0	G protein-coupled receptor
Q8BVQ5	Hydrolase (ester bonds)
Q8BW75	Oxidoreductase
Q8BZ21	Transcription regulator
Q8BZ21	Transferase (acyl groups)
Q8BZ21	DNA binding
Q8C078	Kinase
Q8C6L5	Transferase (phosphorus-containing groups, non-kinase)
Q8C6L5	DNA binding
Q8CA95	Hydrolase (ester bonds)
Q8CFK4	Kinase
Q8CGM4	G protein-coupled receptor
Q8CHN6	Lyase
Q8CI15	G protein-coupled receptor
Q8CI15	Transferase (acyl groups)
Q8CI15	Kinase
Q8CI15	DNA binding
Q8CIP4	Kinase
Q8CJ44	Transporter
Q8CM62	Peptidase
Q8G2R2	Oxidoreductase
Q8GDC1	no_function
Q8HY88	Transporter
Q8HYC3	G protein-coupled receptor
Q8HZR1	Oxidoreductase
Q8I2J3	Peptidase
Q8I2S7	Oxidoreductase
Q8I2S7	Transferase (acyl groups)
Q8I3X4	Transferase (glycosyl groups)
Q8I6E4	Hydrolase (C-N bonds, no peptides)
Q8I6E4	Transferase (glycosyl groups)
Q8IBS5	Hydrolase (ester bonds)
Q8IBS5	Kinase
Q8IEK1	Peptidase
Q8IHZ9	Kinase
Q8IL04	Lyase
Q8IL04	Oxidoreductase
Q8IL11	Peptidase
Q8ILP4	Kinase
Q8IU80	Peptidase
Q8IU85	Kinase
Q8IV61	Enzyme regulator
Q8IVH8	Kinase
Q8IVT5	Kinase
Q8IVW4	Kinase
Q8IW41	Kinase
Q8IWQ3	Kinase
Q8IWU9	Oxidoreductase
Q8IXJ6	Hydrolase (C-N bonds, no peptides)
Q8IXJ6	Transferase (glycosyl groups)
Q8IY84	Kinase
Q8IYD1	Hydrolase (acid anhydrides)
Q8IYL9	G protein-coupled receptor
Q8IYT8	Kinase
Q8IZL9	Kinase
Q8IZX4	Transferase (acyl groups)
Q8IZX4	Kinase
Q8IZX4	DNA binding
Q8JXU8	Peptidase
Q8JXU8	Transferase (phosphorus-containing groups, non-kinase)
Q8JZL2	G protein-coupled receptor
Q8K0H1	Transporter
Q8K3T4	G protein-coupled receptor
Q8K3Y3	no_function
Q8K418	G protein-coupled receptor
Q8K4R8	Transporter
Q8K4Z4	G protein-coupled receptor
Q8K4Z6	G protein-coupled receptor
Q8K5E0	G protein-coupled receptor
Q8MHZ5	G protein-coupled receptor
Q8MI13	G protein-coupled receptor
Q8MJW8	G protein-coupled receptor
Q8MMZ4	no_function
Q8MMZ8	Kinase
Q8MTZ4	Hydrolase (acid anhydrides)
Q8MTZ4	Transporter
Q8N130	Transporter
Q8N1Q1	Lyase
Q8N2K0	Hydrolase (ester bonds)
Q8N3A8	Transferase (glycosyl groups)
Q8N474	Peptidase
Q8N4C8	Kinase
Q8N543	Oxidoreductase
Q8N568	Kinase
Q8N5K1	no_function
Q8N5S9	Kinase
Q8N5Y8	Enzyme regulator
Q8N5Y8	Transferase (glycosyl groups)
Q8N5Z0	Transferase (other)
Q8N6M0	Peptidase
Q8N6T7	Hydrolase (C-N bonds, no peptides)
Q8N6T7	Transcription regulator
Q8N6T7	Transferase (glycosyl groups)
Q8N752	Kinase
Q8N884	Transferase (phosphorus-containing groups, non-kinase)
Q8N884	DNA binding
Q8N8U2	Transcription regulator
Q8NA19	no_function
Q8NB16	Kinase
Q8NB78	Oxidoreductase
Q8NBP7	Peptidase
Q8NCG7	Hydrolase (ester bonds)
Q8NE63	Kinase
Q8NEB9	Kinase
Q8NEC5	Transporter
Q8NER1	Transmembrane signaling receptors (other)
Q8NER1	Transporter
Q8NET8	Transporter
Q8NEV4	Kinase
Q8NFD2	Kinase
Q8NFI3	Hydrolase (glycosyl bonds)
Q8NFU5	Kinase
Q8NFU7	Oxidoreductase
Q8NFU7	DNA binding
Q8NFV4	Hydrolase (other)
Q8NG66	Kinase
Q8NHM5	Oxidoreductase
Q8NHM5	Transcription regulator
Q8NHM5	DNA binding
Q8NHU3	Kinase
Q8NI60	Kinase
Q8NUQ6	Oxidoreductase
Q8R0V5	Oxidoreductase
Q8R0X7	Lyase
Q8R180	Oxidoreductase
Q8R2Y0	Hydrolase (ester bonds)
Q8R431	Hydrolase (ester bonds)
Q8R455	Transporter
Q8R4B8	DNA binding
Q8R4D5	Transporter
Q8R4K2	Kinase
Q8RL90	Hydrolase (C-N bonds, no peptides)
Q8RLA6	Hydrolase (C-N bonds, no peptides)
Q8SPQ9	Oxidoreductase
Q8SPZ1	G protein-coupled receptor
Q8ST54	Kinase
Q8T6J6	Lyase
Q8T6T2	Oxidoreductase
Q8T8E7	Peptidase
Q8T8E9	Isomerase
Q8T9Z7	Transferase (glycosyl groups)
Q8TAC2	Peptidase
Q8TAX0	Transcription regulator
Q8TAX0	DNA binding
Q8TB45	no_function
Q8TBC4	Ligase
Q8TBC4	Transferase (other)
Q8TBE9	Hydrolase (ester bonds)
Q8TBX8	Kinase
Q8TCC7	Transporter
Q8TCD5	Hydrolase (ester bonds)
Q8TCT0	Kinase
Q8TCT1	Hydrolase (acid anhydrides)
Q8TCT1	Hydrolase (ester bonds)
Q8TCT7	Peptidase
Q8TCT8	Peptidase
Q8TCW9	G protein-coupled receptor
Q8TD08	Kinase
Q8TD19	Kinase
Q8TD43	Transporter
Q8TDB8	Transporter
Q8TDC3	Kinase
Q8TDR2	Kinase
Q8TDS4	G protein-coupled receptor
Q8TDS5	G protein-coupled receptor
Q8TDU6	G protein-coupled receptor
Q8TDV5	G protein-coupled receptor
Q8TDX5	Hydrolase (other)
Q8TDX5	Lyase
Q8TDX6	Transferase (glycosyl groups)
Q8TDX7	Kinase
Q8TE04	Kinase
Q8TEK3	Transcription regulator
Q8TEK3	Transferase (one-carbon groups)
Q8TEK3	DNA binding
Q8TF76	Kinase
Q8VC69	Transporter
Q8VCT4	Hydrolase (ester bonds)
Q8VD38	Transporter
Q8VD48	Oxidoreductase
Q8VH25	G protein-coupled receptor
Q8VH26	G protein-coupled receptor
Q8VH27	G protein-coupled receptor
Q8VH37	Hydrolase (C-N bonds, no peptides)
Q8VHL0	Transporter
Q8VHW5	Transporter
Q8VIH9	G protein-coupled receptor
Q8VIJ5	Hydrolase (glycosyl bonds)
Q8VIJ5	Transferase (acyl groups)
Q8VNN2	Hydrolase (glycosyl bonds)
Q8WMX0	G protein-coupled receptor
Q8WN72	Transporter
Q8WQX9	Hydrolase (ester bonds)
Q8WS26	Transferase (alkyl or aryl groups, no methyl)
Q8WSF8	Transmembrane signaling receptors (other)
Q8WSF8	Transporter
Q8WTQ7	Kinase
Q8WTS6	Transferase (one-carbon groups)
Q8WTV0	Signaling receptor (not transmembrane)
Q8WTV0	Transporter
Q8WU08	Kinase
Q8WUI4	Hydrolase (C-N bonds, no peptides)
Q8WUI4	Transcription regulator
Q8WUI4	Transferase (other)
Q8WUM9	Signaling receptor (not transmembrane)
Q8WUM9	Transporter
Q8WVY7	Hydrolase (ester bonds)
Q8WWR8	Hydrolase (glycosyl bonds)
Q8WWT9	Transporter
Q8WXR4	Kinase
Q8WYB5	Transcription regulator
Q8WYB5	Transferase (acyl groups)
Q8WYB5	DNA binding
Q8WZA2	Enzyme regulator
Q8Z5I4	Transferase (phosphorus-containing groups, non-kinase)
Q8ZDW5	Ligase
Q8ZEY1	Kinase
Q91H74	Peptidase
Q91H74	Hydrolase (acid anhydrides)
Q91H74	Transferase (one-carbon groups)
Q91H74	Transferase (phosphorus-containing groups, non-kinase)
Q91VE3	Peptidase
Q91WC9	Hydrolase (ester bonds)
Q91WN4	Oxidoreductase
Q91WR5	Oxidoreductase
Q91X44	Enzyme regulator
Q91XA9	Hydrolase (glycosyl bonds)
Q91ZP4	Transporter
Q91ZY1	G protein-coupled receptor
Q91ZY2	G protein-coupled receptor
Q91ZY3	G protein-coupled receptor
Q920B6	Transporter
Q920D2	Oxidoreductase
Q920D2	Folic acid binding
Q920E5	Transferase (alkyl or aryl groups, no methyl)
Q920L1	Oxidoreductase
Q920L5	Transferase (acyl groups)
Q920R3	Oxidoreductase
Q921V5	Transferase (glycosyl groups)
Q922Z0	Oxidoreductase
Q923I7	Transporter
Q923J1	Kinase
Q923J1	Transporter
Q923Y8	G protein-coupled receptor
Q923Y9	G protein-coupled receptor
Q92499	Hydrolase (acid anhydrides)
Q92499	Hydrolase (ester bonds)
Q92499	Transcription regulator
Q92499	DNA binding
Q924C3	Hydrolase (acid anhydrides)
Q924C3	Hydrolase (ester bonds)
Q924U1	G protein-coupled receptor
Q92519	Enzyme regulator
Q92523	Transferase (acyl groups)
Q92551	Kinase
Q92560	Peptidase
Q925H0	Transporter
Q92630	Kinase
Q92633	G protein-coupled receptor
Q92731	Signaling receptor (not transmembrane)
Q92731	Transcription regulator
Q92731	DNA binding
Q92743	Peptidase
Q92753	G protein-coupled receptor
Q92753	Transcription regulator
Q92753	DNA binding
Q92769	Hydrolase (C-N bonds, no peptides)
Q92769	DNA binding
Q92772	Kinase
Q92793	Transcription regulator
Q92793	Transferase (acyl groups)
Q92793	DNA binding
Q92794	Transcription regulator
Q92794	Transferase (acyl groups)
Q92794	DNA binding
Q92800	Transcription regulator
Q92800	Transferase (one-carbon groups)
Q92830	Transcription regulator
Q92830	Transferase (acyl groups)
Q92831	Enzyme regulator
Q92831	Transcription regulator
Q92831	Transferase (acyl groups)
Q92831	DNA binding
Q92841	Hydrolase (acid anhydrides)
Q92841	Transcription regulator
Q92843	no_function
Q92847	G protein-coupled receptor
Q92851	Peptidase
Q92876	Peptidase
Q92905	Peptidase
Q92905	Transcription regulator
Q92918	Kinase
Q92934	Enzyme regulator
Q92952	Transporter
Q92993	Transcription regulator
Q92993	Transferase (acyl groups)
Q92995	Peptidase
Q93008	Peptidase
Q93009	Peptidase
Q93084	Enzyme regulator
Q93084	Transporter
Q93086	Transmembrane signaling receptors (other)
Q93086	Transporter
Q93088	Transferase (one-carbon groups)
Q93096	Hydrolase (ester bonds)
Q932Y6	Hydrolase (C-N bonds, no peptides)
Q93LQ9	Hydrolase (C-N bonds, no peptides)
Q93SQ1	Enzyme regulator
Q93T40	Hydrolase (C-N bonds, no peptides)
Q93ZN9	Transferase (other)
Q94F81	no_function
Q95136	G protein-coupled receptor
Q95136	Dopamine binding
Q95214	Transferase (acyl groups)
Q95323	Lyase
Q95J97	Kinase
Q95PM0	Peptidase
Q95WR6	Peptidase
Q96242	Lyase
Q96242	Oxidoreductase
Q962Y6	Oxidoreductase
Q964Q8	Transferase (other)
Q965D5	Oxidoreductase
Q965D5	Transferase (acyl groups)
Q965D6	Oxidoreductase
Q965D6	Transferase (acyl groups)
Q965D7	Lyase
Q965D7	Transferase (acyl groups)
Q969F8	G protein-coupled receptor
Q969H4	no_function
Q969S8	Hydrolase (C-N bonds, no peptides)
Q969T7	Hydrolase (ester bonds)
Q969V1	G protein-coupled receptor
Q96A54	Signaling receptor (not transmembrane)
Q96AD5	Hydrolase (ester bonds)
Q96AD5	Transferase (acyl groups)
Q96B36	no_function
Q96BR1	Kinase
Q96C86	Hydrolase (acid anhydrides)
Q96C86	Hydrolase (ester bonds)
Q96CA5	Enzyme regulator
Q96CA5	Transferase (other)
Q96D31	Transporter
Q96D53	Hydrolase (acid anhydrides)
Q96D53	Kinase
Q96DB2	Hydrolase (C-N bonds, no peptides)
Q96DC9	Peptidase
Q96EB6	Hydrolase (C-N bonds, no peptides)
Q96EB6	Transcription regulator
Q96EB6	Transferase (acyl groups)
Q96EB6	DNA binding
Q96FI4	Hydrolase (glycosyl bonds)
Q96FI4	Lyase
Q96FI4	DNA binding
Q96FJ0	Peptidase
Q96FL8	Transporter
Q96G91	G protein-coupled receptor
Q96GD4	Kinase
Q96GG9	no_function
Q96HE7	Oxidoreductase
Q96IV0	Hydrolase (C-N bonds, no peptides)
Q96IY4	Peptidase
Q96JB6	Oxidoreductase
Q96JH7	Peptidase
Q96JM7	no_function
Q96K76	Peptidase
Q96KB5	Kinase
Q96KN8	Hydrolase (ester bonds)
Q96KN8	Transferase (acyl groups)
Q96KQ7	Transferase (one-carbon groups)
Q96KQ7	DNA binding
Q96KS0	Oxidoreductase
Q96L34	Kinase
Q96L73	Transcription regulator
Q96L73	Transferase (one-carbon groups)
Q96L73	DNA binding
Q96LA8	Transferase (one-carbon groups)
Q96LB2	G protein-coupled receptor
Q96LD8	Peptidase
Q96NT5	Folic acid binding
Q96NT5	Transporter
Q96NX5	Kinase
Q96P09	Enzyme regulator
Q96P09	Transferase (other)
Q96P20	DNA binding
Q96P65	G protein-coupled receptor
Q96P68	G protein-coupled receptor
Q96PC2	Kinase
Q96PD7	Transferase (acyl groups)
Q96PF2	Kinase
Q96PH1	Oxidoreductase
Q96PH1	Transporter
Q96PN6	Lyase
Q96PN8	Kinase
Q96PY6	Kinase
Q96Q04	Kinase
Q96Q15	Kinase
Q96Q15	DNA binding
Q96Q83	Oxidoreductase
Q96Q89	Hydrolase (acid anhydrides)
Q96QK1	no_function
Q96QT4	Kinase
Q96QT4	Transporter
Q96RG2	Kinase
Q96RI0	G protein-coupled receptor
Q96RI1	Signaling receptor (not transmembrane)
Q96RI1	Transcription regulator
Q96RI1	DNA binding
Q96RJ0	G protein-coupled receptor
Q96RR4	Kinase
Q96RU2	Peptidase
Q96S37	Transporter
Q96S44	Hydrolase (other)
Q96S44	Kinase
Q96S53	Kinase
Q96SB4	Kinase
Q96SW2	no_function
Q96T53	Transferase (acyl groups)
Q96T54	Transporter
Q96T60	Hydrolase (ester bonds)
Q96T60	Kinase
Q96T60	DNA binding
Q96T88	Transferase (other)
Q96T88	DNA binding
Q96W81	Oxidoreductase
Q96W81	Transferase (one-carbon groups)
Q96WJ0	Isomerase
Q98UH1	G protein-coupled receptor
Q99028	Transferase (one-carbon groups)
Q99250	Transporter
Q99466	Signaling receptor (not transmembrane)
Q99489	Oxidoreductase
Q99500	G protein-coupled receptor
Q99504	Hydrolase (ester bonds)
